,Title,Published_date,Views,Likes,Desc,Comments,Duration,Caption,Month
249,நெற்றிக்கண் தமிழ் பாடல்வரிகள் | நயன்தாரா | விக்னேஷ் சிவன் | கிரிஷ் | மிலிந்த,2021-08-05,111508,4451,"Song - Netrikann
Singers - Poorvi Koutish
Lyrics - Vignesh Shivn
Composed, Arranged and Produced by Girishh Gopalakrishnan

Musician Credits
Synth and Keyboard Programming - Girishh, Ramshanker S
Rhythm Programming - Girishh
Voice Arrangements - Anjana Rajagopalan
Live Drums - Siddharth Nagarajan
Live Drum Supervisor - Ganesan Sekar
Piano - Shyam Benjamin
Backing Vocals - Sai Krishna Kumar, Arvind Annest, Shibi Srinivasan, Nishok, Tanvi Shah, Anjana
Rajagopalan, Sinduri Vishal, Padmalatha, Medha Ramaswamy
Electric Guitar - Joseph Vijay
Strings Arranger - Samarth Srinivasan
Orchestra - Chennai Strings, Conducted by Yensone Bagyanathan
Orchestra Members - Kalyan Sundaram, Sheik Imam Saheb, Sebastien P.J, N.P Kerala
Kumaran, K. Murali, K. Sasi Kumar, P. Mohan Rao, R. Samson, B. Jaya Chandar, Hemanth Raj
Muliyil, P. Basker, Jugfinia Anita Francis, V.R.Sekar, R.K.Vijayendran
Bass Guitar - Napier Peter Naveen Kumar
Recorded and Produced at Paramathmaa Studios, Chennai.
Recording Engineer - AR Subbiah
Strings Recorded at Voice and Vision Studios, Chennai By Lijesh Kumar TK
Chorus Recorded at AH Studios
Mixed and Mastered by Sai Shravanam at Resound India Studios
Musicaian Co-ordinator - Samson

Starring - Nayanthara , Ajmal, Manikandan, Saran
Screenplay & Direction - Milind Rau
Produced by - Vignesh Shivan
Co-produced by - K.S. Mayilvaganan  
Executive producer - V.K.Gubendiran
Director of photography - RD Rajasekar ISC
Music - Girishh Gopalakrishnan
Editor - Lawrence Kishore
Action Director- Dhilip Subbarayan
Art director- S.Kamalanathan
Dialogues - Navin Sundaramurthy & Senthilkumar Kesavan
Lyrics - Vignesh Shivan, Karthik Netha, Syan Saheer
Costume Designer - Chaitanya Rao & Dinesh Manoharan
Make-up - Ranganathan Raju
Costumer - R. Ravichandran
Stills - C.H. Balu
Prosthetics- Pallavi Shroff Bharucha
Sound designer - Vijay Rathinam MPSE
Sound mix - A.M. Rahmathulla
Publicity designer - Kabilan 
VFX - R.Harihara Suthan
DI - Knack Studios
Colourist - K.S. Rajasekaran
PRO - Suresh Chandra & Rekha D'one
Production Executives - G.Murugapoopathy, M.Manikandan
Company Manager - P. Anand Kumar (Rowdy Pictures Pvt.Ltd)
Produced by - Hyunwoo Thomas Kim (Kross Pictures)
Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",189,PT3M45S,false,Aug
250,"Vanangamudi Official Teaser | Arvind Swami, Ritika Singh, Simran | D. Imman",2021-08-03,2445596,76107,"The racy #VanangamudiTeaser starting #ArvindSwami right here! A #DImman musical watch out for this action thriller directed by Selva , produced by Magic Box.

Watch the official Tamil teaser now!

Movie - Vanangamudi
Starring - Arvind Swami, Ritika Singh, Simran, Nandita Swetha, Chandini Tamilarasan
Music - D. Imman
Directed by Selva
Cinematography - Gokul
Edited by Anthony
Stunt - Silva
Producer - Ganesh Ravichandran
Banner - Magic Box Films Production

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",1495,PT1M,false,Aug
251,"Valimai  - Naanga Vera Maari Lyric | Ajith Kumar | YuvanShankarRaja, Vinoth, BoneyKapoor, ZeeStudios",2021-08-02,51169157,1541689,"The most-awaited arrival right here! Blast your speakers and groove along to the #Valimai special! Celebrations galore as #AjithKumar feasts us with #NaangaVeraMaari a #YuvanShankarRaja musical delight! Written by Vignesh Shivn, this high-octane song will make you hit the loop button instantly! Directed by H.Vinoth and produced by Boney Kapoor & Zee Studios, this entertainer gears up for release soon!

Watch the official Tamil lyric video now!

Stream now - https://SMI.lnk.to/NaangaVeraMaari 

Movie - Valimai
Song - Naanga Vera Maari
Singers - Yuvan Shankar Raja & Anurag Kulkarni
Lyrics  - Vignesh Shivan
Music  Composed & Arranged by Yuvan Shankar Raja

Starring: Ajith Kumar, Huma S Qureshi, Karthikeya, Bani, Sumithra, Achyunth Kumar, Yogi Babu, Raj Ayyappa, Pugazh & others

Written and Directed by H. Vinoth
Produced by Zee Studios & Boney Kapoor
DOP : Nirav Shah
Music Director: Yuvan Shankar Raja
Art Director: K. Kadhir
Editor: Vijay Velukutty
Stunts : Dhilip Subbarayan
Costume Designer: Anu Vardhan
Pro: Suresh Chandra & Rekha D'one
Publicity Campaign by Rahul Nanda
CFO & General Manager – Rajiv Arora
COO – Punkej Kharabanda
Executive Producer P. Jayraj

Musician Credits 
ADDITIONAL PROGRAMMING RANJAN
GUITAR PLAYED BYJOSHUA MARK RAJ 
RHYTHMS & PERCUSSIONS - Maa Dhakinakali Singha Baja, Orissa RHYTHMS RECORDED AT A.M.STUDIOS
RECORDED BY  ARAVINDH & PRADEEP (AM STUDIOS)
HARMONIES - VIGNESH SHIVANAHMAD, ABDULLAH, JERIN C RAJ, SARATH SANTHOSH, SAM P KEERTHAN, VELU, JAGADISH, PAVAN
HARMONIES CONDUCTED BY   SENTHIL DASS 
MAIN VOICE CONDUCTED BY    K VASUDEVAN
SONG RECORDED AT U1 RECORDS PRIVATE LIMITED 
RECORDED BY M.KUMARAGURUPARAN  D.F.TECH (U1RECORDS PVT LTD)
MIXED AND MASTERED by RAMJI SOMA BYUNIQUE STUDIOS LLP
ITUNES by RAMJI SOMA - UNIQUE STUDIOS LLP

Lyric Video By N. S. Jegadeesan
Motion Graphics: R. Surya Devan
Editor: Sid. B
Designer: K. Dhanwant

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",252417,PT4M15S,true,Aug
252,VENOM: LET THERE BE CARNAGE – Official Telugu Trailer 2 (HD),2021-08-02,1194044,40714,"You are what you eat. Feast on the new trailer for #Venom: Let There Be Carnage, exclusively in movie theaters this September. Releasing in English, Hindi, Tamil & Telugu
 
Visit our site:
https://www.venom.movie
 
Follow Us on Social:
https://www.facebook.com/VenomMovie
https://www.instagram.com/VenomMovie
https://www.twitter.com/VenomMovie
https://www.twitter.com/EddiesClubhouse
 
Subscribe to Sony Pictures for exclusive content: http://bit.ly/SonyPicsSubscribe
 
Tom Hardy returns to the big screen as the lethal protector Venom, one of MARVEL’s greatest and most complex characters. Directed by Andy Serkis, the film also stars Michelle Williams, Naomie Harris and Woody Harrelson, in the role of the villain Cletus Kasady/Carnage. Directed by Andy Serkis, the film also stars Michelle Williams, Naomie Harris and Woody Harrelson, in the role of the villain Cletus Kasady/Carnage.
 
Directed by: Andy Serkis
Screenplay by: Kelly Marcel
Story by: Tom Hardy & Kelly Marcel
Based on the Marvel Comics
Cast:
Tom Hardy
Michelle Williams
Naomie Harris
Reid Scott
Stephen Graham
and Woody Harrelson
 
#OfficialTrailer #Sony #Trailer #SonyPictures #TomHardy #MichelleWilliams #NaomieHarris #ReidScott #StephenGraham #WoodyHarrelson #Venom2 #LetThereBeCarnage #Carnage

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",736,PT2M30S,false,Aug
253,VENOM: LET THERE BE CARNAGE – Official Tamil Trailer 2 (HD),2021-08-02,1817106,96418,"You are what you eat. Feast on the new trailer for #Venom: Let There Be Carnage, exclusively in movie theaters this September. Releasing in English, Hindi, Tamil & Telugu
 
Visit our site:
https://www.venom.movie
 
Follow Us on Social:
https://www.facebook.com/VenomMovie
https://www.instagram.com/VenomMovie
https://www.twitter.com/VenomMovie
https://www.twitter.com/EddiesClubhouse
 
Subscribe to Sony Pictures for exclusive content: http://bit.ly/SonyPicsSubscribe
 
Tom Hardy returns to the big screen as the lethal protector Venom, one of MARVEL’s greatest and most complex characters. Directed by Andy Serkis, the film also stars Michelle Williams, Naomie Harris and Woody Harrelson, in the role of the villain Cletus Kasady/Carnage. Directed by Andy Serkis, the film also stars Michelle Williams, Naomie Harris and Woody Harrelson, in the role of the villain Cletus Kasady/Carnage.
 
Directed by: Andy Serkis
Screenplay by: Kelly Marcel
Story by: Tom Hardy & Kelly Marcel
Based on the Marvel Comics
Cast:
Tom Hardy
Michelle Williams
Naomie Harris
Reid Scott
Stephen Graham
and Woody Harrelson
 
#OfficialTrailer #Sony #Trailer #SonyPictures #TomHardy #MichelleWilliams #NaomieHarris #ReidScott #StephenGraham #WoodyHarrelson #Venom2 #LetThereBeCarnage #Carnage

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",2245,PT2M30S,false,Aug
254,Maravadhey | Samyuktha V | Sam Vishal,2021-08-01,267928,16940,"Ring in this friendship day with a special friendship song #Maravadhey written and composed by #SamyukthaV and sung by the exciting #SamVishal !

Song Title- Maravadhey
Vocals- Sam Vishal
Additional vocals, lyrics and composition- Samyuktha. V

Production- Jayashree Vaidyanathan
Filming-Ajay Vijayendran 

Valued Gesture-Yatheeshwar Raja .K

Cast -
Yoga,Ashi,Tanu,Zaa,Vishnu,Amy and Atu as friends

Recorded at -Voice Store, Vishnu Studios

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",1995,PT4M14S,false,Aug
255,"Aalambana - Eppa Paarthaalum Lyric | Vaibhav, Parvati | HipHop Tamizha |Armaan Malik l Pari K Vijay",2021-07-30,16570511,51141,"Time to dive into the magical world of love! Presenting #EppaPaarthaalum composed by #HipHopTamizha in the mellifluous vocals of #ArmaanMalilk for #Aalambana! A breezy melody all set to steal your hearts! 

Tune into the official Tamil lyric video now!

Stream now - https://SMI.lnk.to/EppaPaarthaalum

Movie - Aalambana
Song :Eppa paarthaalum
Composed and Arranged by HipHop Tamizha
Singer : Armaan Malik
Lyrics : Pa Vijay
Guitars : Joseph Vijay
Rhythm and Percussions : Krishna Kishor
Violin and Additional Vocals : Manoj

Recorded at : 
Audio Garage By Amey Londhe
Krimson Avenue Studios By Mani Ratnam
Hiphop Tamizha Sound Engineer : Nikhil Mathews

Cast: Vaibhav, Parvati, Munishkanth

Director: Pari K Vijay
Music Director: Hiphop Tamizha
DOP: Vinoth Rathinasamy
Cuts: San Lokesh
Art: Gopi anand
Stunts: Peter hein
Lyrics -Pa.Vijay
Choreography: Sheriff
Costume designer - A Keerthi Vasan
Publicity Designs -Prathool NT
Stills: Anand G
VFX: Prism&pixels
DI-Knack studios 
PRO:Yuvaraj 
Promotions:Beatroute
Executive Producer: T.Ezhumalaiyan
Producer: KJR Studios - Kotapadi J Rajesh
Motion Graphics Animation by Adeeb

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",1941,PT3M30S,true,Jul
256,"Stand Up Rahul - Ala Ila lyric | Raj Tarun, Varsha Bollamma | Santo | Sweekar Agasthi",2021-07-30,740165,9480,"Stand Up Rahul releasing in Cinemas on March 18th!

Trailer - https://youtu.be/I7FA1JRMNv4
Teaser - https://youtu.be/AIb7vyLPX2s
Ala ila Song - https://youtu.be/6cGtArmTScI
Thappa Song - https://youtu.be/Bv7NbPaDq5M
Padhaaa Song - https://youtu.be/M9AxbkI26AQ
Stand  Up Rahul Promotional Song - 
https://youtu.be/_JE2i-6Ckwo

Stream now - https://SMI.lnk.to/AlaaIlaa

Movie - Stand Up Rahul
Song - Ala Ila
Music -Sweekar Agasthi
Lyrics-Anantha Sriram
Singers-Satya Yamini ,Sweekar Agasthi
 
Music Credits 
Acoustic Guitars - Joel Sastry ,Sweekar
Electric guitars and bass - Joel sastry
Harp - Alice Roberts
Drums - Vaishak Menon,Silvio 
Flute - Murthy 
Programmers - Sunil Abraham , Sweekar
Live Strings - Kaska Records Studio Kiev        Ukraine
Additional vocals- Lalasa
Chorus -Rachita,Sindhuja,Lakshmi Meghana
Recording Engineer - Masthan @Jubilee 10
Mixed & Mastered by Shadab Rayeen @ New Edge.  Mumbai
Assistant engineers - Pukhraj & Milan

Cast : Raj Tarun, Varsha Bollamma, Vennela Kishore ,Murali Sharma, Indraja, Devi prasad, Madhurima Narla, Rajkumar kasireddy, Tejo Bhattaru.

Written and Directed by : SANTO
Presenter : Siddu Mudda
Banners : Dream Town Productions, Highfive Pictures
Producers : Nandkumar Abbineni, Bharath Maguluri
Co - Producers : Srikanth M, Siddardha D Kiran kumar, Srikanth N 
Cinematographer : Sreeraj Raveendran
Costumes : Archana Rao
Editing : Raviteja Girijala
Art Director : Uday Umagopal
Sound Design : Nagarjuna Thallapalli
Choreographer : Eshwar Penti
Standup consultants : Samay Raina, Hriday Ranjan, Sandesh Johnny.
Publicity Designs : Aesthetic Kunjamma
Dialogues : Nanda Kishore Emani
Additional dialogues : Ashwin .B, Shalini, Kss.
PR : Vamsi Shekar, 
Digital Pro : Manoj Valluri
DI : Action frames media 
Writing Team : Anusha Rao, Prashanth Yerramilli
Stunts : Anji
Direction Team : Sharath kumar, Sathyam, Sudheer Bobby.Boddu,
Sashank Posimsetti, AR.Sajeev, Akshay, Venkat Goud
Executive Producers : Hanumanth Rao Boyapati
Production team : Chris David, Chandrakanth, Venkatesh
Stills - H.Teja

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",298,PT4M5S,false,Jul
257,Netrikann Telugu Trailer | Nayanthara | Vignesh Shivan | Milind Rau |  Girishh Gopalakrishnan,2021-07-29,273955,4722,"Starring - Nayanthara , Ajmal, Manikandan, Saran
Directed by - Milind Rau
Produced by - Vignesh Shivan
Co-produced by - Hyunwoo Thomas Kim (Kross Pictures India Pvt Ltd) & K.S. Mayilvaganan  
Executive producer - V.K.Gubendiran
Director of photography - RD Rajasekar ISC
Music - Girishh Gopalakrishnan
Editor - Lawrence Kishore
Action Director- Dhilip Subbarayan
Art director- S.Kamalanathan
Dialogues - Navin Sundaramurthy
Lyrics - Vignesh Shivan
Costume Designer - Chaitanya Rao & Dinesh Manoharan
Make-up - Ranganathan Raju
Stills - C.H. Balu
Sound designer - Vijay Rathinam MPSE
Sound mix - A.M. Rahmathulla
Publicity designer - Kabilan 
VFX - Harihara Suthan
DI - ACCEL Media
Colourist - K.S. Rajasekaran
PRO - Suresh Chandra
Production Executives - G.Murugapoopathy, M.Manikandan, P. Anand Kumar 
Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",204,PT2M5S,false,Jul
258,Netrikann Kannada Trailer | Nayanthara | Vignesh Shivan | Milind Rau |  Girishh Gopalakrishnan,2021-07-29,23181,843,"Starring - Nayanthara , Ajmal, Manikandan, Saran
Directed by - Milind Rau
Produced by - Vignesh Shivan
Co-produced by - Hyunwoo Thomas Kim (Kross Pictures India Pvt Ltd) & K.S. Mayilvaganan  
Executive producer - V.K.Gubendiran
Director of photography - RD Rajasekar ISC
Music - Girishh Gopalakrishnan
Editor - Lawrence Kishore
Action Director- Dhilip Subbarayan
Art director- S.Kamalanathan
Dialogues - Navin Sundaramurthy
Lyrics - Vignesh Shivan
Costume Designer - Chaitanya Rao & Dinesh Manoharan
Make-up - Ranganathan Raju
Stills - C.H. Balu
Sound designer - Vijay Rathinam MPSE
Sound mix - A.M. Rahmathulla
Publicity designer - Kabilan 
VFX - Harihara Suthan
DI - ACCEL Media
Colourist - K.S. Rajasekaran
PRO - Suresh Chandra
Production Executives - G.Murugapoopathy, M.Manikandan, P. Anand Kumar 
Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",54,PT2M5S,false,Jul
259,Netrikann Malayalam Trailer | Nayanthara | Vignesh Shivan | Milind Rau |  Girishh Gopalakrishnan,2021-07-29,114101,3971,"Starring - Nayanthara , Ajmal, Manikandan, Saran
Directed by - Milind Rau
Produced by - Vignesh Shivan
Co-produced by - Hyunwoo Thomas Kim (Kross Pictures India Pvt Ltd) & K.S. Mayilvaganan  
Executive producer - V.K.Gubendiran
Director of photography - RD Rajasekar ISC
Music - Girishh Gopalakrishnan
Editor - Lawrence Kishore
Action Director- Dhilip Subbarayan
Art director- S.Kamalanathan
Dialogues - Navin Sundaramurthy
Lyrics - Vignesh Shivan
Costume Designer - Chaitanya Rao & Dinesh Manoharan
Make-up - Ranganathan Raju
Stills - C.H. Balu
Sound designer - Vijay Rathinam MPSE
Sound mix - A.M. Rahmathulla
Publicity designer - Kabilan 
VFX - Harihara Suthan
DI - ACCEL Media
Colourist - K.S. Rajasekaran
PRO - Suresh Chandra
Production Executives - G.Murugapoopathy, M.Manikandan, P. Anand Kumar 
Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",265,PT2M5S,false,Jul
260,Jagame Thandhiram - OST Jukebox (Tamil) | Dhanush | Santhosh Narayanan | Karthik Subbaraj,2021-07-29,269101,11701,"Barotta Master - 00:00
International Suruli - 02:24
London Boys - 03:45
London Street - 05:15
Memories - 06:15
Namma Suruli - 07:37
Peter - 08:40
Pothidu Poda - 10:04
Rat Found - 10:45
Refugees  - 13:42
Shoot Out - 15:18
Sivadoss Killed  - 17:09
Sivadoss - 19:01
Suruli - 19:38
Verum Paper - 20:59
Warzone - 22:09

Netflix Presents “Jagame Thandhiram” 
A YNOT Studios & Reliance Entertainment Production. 
A Suruli 2019 Film Limited Production.

#JT #JagameThandhiram 

Starring - Dhanush, James Cosmo, Aishwarya Lekshmi, Kalaiyarasan, Joju George and others.

Written & Directed by Karthik Subbaraj

Produced by S. Sashikanth
Co-Produced by Chakravarthy Ramachandra

Music - Santhosh Narayanan
DOP - Shreyaas Krishna
Art Directors - T. Santanam, Vinoth Rajkumar (UK)
Editor - Vivek Harshan
Stunts - Dinesh Subbarayan
Choreography - M Sherif, Baba Baskar
Line Producers - Muthuramalingam, Sudipto Sarkar (UK)
Production Executive - Rangaraj
Sound Design - Kunal Rajan
Sound Mix - M R Rajakrishnan
Costume Design - Praveen Raja 
Chief Make-Up Artist - A Sabari Girison
Costumer - Subier
DI & VFX - Accel Media
DI Colorist - Suresh Ravi
Publicity Design - Tuney John (24AM)
Publicity Stills - V S Anandhakrishna
Stills - Murugan
PRO - Nikkil

YNOT - Head of Distribution - Kishore Tallur
YNOT - Head of Operations - Pranav Rajkumar

Direction Team - Bala, Purushoth, Bharath, Dhakshi, Karthik, Shylam, Vigneswaran, Jagadish, Somitharan, Praveen, Srinivasan & Suresh


Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",537,PT25M6S,false,Jul
261,"Vivaha Bhojanambu - Jukebox | Satya, Sundeep Kishan | Ram Abbaraju | AniVee",2021-07-29,10344,231,"ABCD - 00:00
Devi Kalyana Vaibogame - 03:36
Ra Ra - 06:35
Whatta Man - 08:22

Movie - Vivaha Bhojanambu 
Music - AniVee 
Cast - Satya, aarjavee, Sudharsan, Sundeep Kishan, Srikanth iyangar, viva Harsha, subbaraya sharma, TNR, shivan narayana, Madhumani, Kalpalatha 
Director - Ram abbaraju 
Story - Bhanu Bogavarapu 
DOP - Manikandan S
Dialogues - Nandu R.K
Art Director - Brahma kadali 
Editor - chota k prasad 
Producer - K.S Sinish, Sundeep kishan 
Anandhi arts, soldiers factory, Venkatadri talkies Banners 
Executive producers - siva cherry, Seetharam

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",29,PT11M20S,false,Jul
262,Netrikann - Official Trailer | Nayanthara | Vignesh Shivan | Milind Rau |  Girishh Gopalakrishnan,2021-07-29,2334619,102349,"Starring - Nayanthara , Ajmal, Manikandan, Saran
Directed by - Milind Rau
Produced by - Vignesh Shivan
Co-produced by - Hyunwoo Thomas Kim (Kross Pictures India Pvt Ltd) & K.S. Mayilvaganan  
Executive producer - V.K.Gubendiran
Director of photography - RD Rajasekar ISC
Music - Girishh Gopalakrishnan
Editor - Lawrence Kishore
Action Director- Dhilip Subbarayan
Art director- S.Kamalanathan
Dialogues - Navin Sundaramurthy
Lyrics - Vignesh Shivan
Costume Designer - Chaitanya Rao & Dinesh Manoharan
Make-up - Ranganathan Raju
Stills - C.H. Balu
Sound designer - Vijay Rathinam MPSE
Sound mix - A.M. Rahmathulla
Publicity designer - Kabilan 
VFX - Harihara Suthan
DI - ACCEL Media
Colourist - K.S. Rajasekaran
PRO - Suresh Chandra
Production Executives - G.Murugapoopathy, M.Manikandan, P. Anand Kumar 
Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",4924,PT2M5S,false,Jul
263,Jagame Thandhiram - Aala Ola Video | Dhanush | Santhosh Narayanan | Karthik Subbaraj,2021-07-28,1966893,43227,"Netflix Presents “Jagame Thandhiram” 

A YNOT Studios & Reliance Entertainment Production. 
A Suruli 2019 Film Limited Production.

#JT #JagameThandhiram 

Starring - Dhanush, James Cosmo, Aishwarya Lekshmi, Kalaiyarasan, Joju George and others.

Written & Directed by Karthik Subbaraj

Produced by S. Sashikanth
Co-Produced by Chakravarthy Ramachandra

Song Name : Aala Ola
Album Name : Jagame Thandhiram
Music: Santhosh Narayanan
Lyrics: Vivek
Singers:Andony Dasan, Santhosh Narayanan
Bass : Naveen
Rhythm: Thiruvannamalai Kuzhu
English Pipes, Fife and Fiddle: Giles Lewin
Tabor, Low Drum and Tambourine: Raphael Mizraki
Side Drum and Clackers: Glenn Keiles
Urumi: Jaicha
Additional Rhythms : R K Sundar
Composed, Arranged, Programmed by: Santhosh Narayanan @ Future Tense Studios
Recorded By : Sukumar, RK Sundar, Santhosh Narayanan @ Future Tense Studios, Chennai and by
Glenn Keiles, Kurt Martinez @
Mixed and Mastered by Santhosh Narayanan @ Future Tense Studios, Chennai

DOP - Shreyaas Krishna
Art Directors - T. Santanam, Vinoth Rajkumar (UK)
Editor - Vivek Harshan
Stunts - Dinesh Subbarayan
Choreography - Sheriff
Line Producers - Muthuramalingam, Sudipto Sarkar (UK)
Production Executive - Rangaraj
Sound Design - Kunal Rajan
Sound Mix - M R Rajakrishnan
Costume Design - Praveen Raja 
Chief Make-Up Artist - A Sabari Girison
Costumer - Subier
DI & VFX - Accel Media
DI Colorist - Suresh Ravi
Publicity Design - Tuney John (24AM)
Publicity Stills - V S Anandhakrishna
Stills - Murugan
PRO - Nikkil

YNOT - Head of Distribution - Kishore Tallur
YNOT - Head of Operations - Pranav Rajkumar

Direction Team - Bala, Purushoth, Bharath, Dhakshi, Karthik, Shylam, Vigneswaran, Jagadish, Somitharan, Praveen, Srinivasan & Suresh

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2021 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth",957,PT3M30S,false,Jul
